0::0::dd921118-22f0-4122-b729-f118a27d9ac2;1::0::02b0b6f5-5fad-41d2-9990-5e81bae76687
0::1::b3d0cfda-532a-4330-8384-11517943943c;1::1::2edc8703-f720-4709-9543-ab31a0b5b0d3
0::2::5a1269ef-9f07-48d4-8dcb-95d689884338;1::1::2edc8703-f720-4709-9543-ab31a0b5b0d3
0::3::31d81879-8d9e-448c-b7cf-9ac32647be0e;1::2::1cd9b7b1-5ac8-4c8b-85bd-141e191fd294
0::8::d630006d-ed2c-4308-b91f-65d3e5b448bc;1::7::971421b5-f364-41b9-9dde-c3ec5a755802
0::11::c71a3457-63cd-4cca-917e-d98567acae39;1::12::4be77798-03c4-4e53-98c4-5bdabbc437a6
0::15::df71b19d-6d24-4cea-8efe-c30e885196bd;1::16::04e5066b-01b2-4869-a969-35d803a09e5a
0::17::7603ae98-d6c3-4f47-830c-7e17d6594a14;1::16::04e5066b-01b2-4869-a969-35d803a09e5a
0::18::77c65ce9-8e11-43fa-b93d-8ec507e6f01b;1::18::4f135347-6ca0-4ffe-925e-e86208e2c2dd
0::20::3c5bba33-1338-4720-b415-bda87758c9fe;1::19::39ff9742-66e1-4239-962c-ad30459c724a
0::21::c3d9404b-3ab9-4d4f-9788-579204723c58;1::21::9ec4f16b-f8ba-4afa-bc1d-ca6156bf5d22
0::25::bfd05aaa-dd45-4422-b997-56b24c6439e4;1::24::1dad967a-aa75-4e97-949e-10a49e93fdc7
0::25::bfd05aaa-dd45-4422-b997-56b24c6439e4;1::26::26d998ca-8f33-44f4-af1e-8ee4c801a418
0::27::f5169158-96de-4ff3-8a9d-c2e4cfdf547a;1::26::26d998ca-8f33-44f4-af1e-8ee4c801a418
0::27::f5169158-96de-4ff3-8a9d-c2e4cfdf547a;1::28::11d792f0-36f6-4c0e-917d-15275d500f15
0::28::e3c5d419-57e4-41c8-a6c7-93b6a7e8f6ce;1::27::6be9e4f6-ac5e-4c5a-b334-e1582bdcff75
0::32::b9ce0b05-886b-4f77-beea-fe0aea0659c2;1::31::19f26bfa-1d82-4431-914d-36e76157aa9a
0::32::b9ce0b05-886b-4f77-beea-fe0aea0659c2;1::32::a654e381-cc4f-4e54-b607-96ec6387d1fd
0::34::6c75797a-0db0-48c5-8cad-33f89be7f6ec;1::34::b853c932-96ea-4f79-8086-a7f287558a27
0::35::d2065c73-1552-47d7-a469-7deed956832f;1::36::19173211-f79a-4e59-a7d3-10f71c5e2a87
0::37::47366985-e258-4e2c-95db-6a3e3ff7badc;1::36::19173211-f79a-4e59-a7d3-10f71c5e2a87
0::38::dd9a3c2f-0d6d-4ac8-b623-ee4fa6c099a5;1::37::462f70d3-dda4-45e1-a063-0b1394f3d07d
0::39::e5171f2c-e66e-485f-812d-bba3b46eccc5;1::40::66a3e829-4244-4665-a48f-9e79ba5da864
0::42::10e8d3d7-ae75-4ed1-9eb1-2fde7a18a3b6;1::41::79584363-157a-4fdc-9731-a66f8e2dae59
0::43::c25185ef-496f-4ddb-aab2-fc0d49f4446d;1::43::1caa41f2-953a-467b-8bec-722174e13640
0::44::efeb2977-23a7-40e5-8c2a-39b4ee8da110;1::45::f9ca1a96-8170-4753-a3c5-abbb3c62bbb8
0::45::52f649a5-ee56-49b6-96d9-d3279a93a2d0;1::44::552e4d2f-05ac-4777-8588-afab6e1bedb8
0::47::8060d546-ade3-4ce8-965c-2cc105fd0bbb;1::48::10befaf2-9476-4f17-8875-79245218bf85
0::51::ca047820-a526-40d4-8a11-0296db5785b3;1::51::3854e9bd-c55b-4471-bffd-3e260d43b922
0::54::33c3018e-f3e4-4822-8bf3-a5ec54a24b30;1::53::c1792990-b45c-47ba-aadb-a1473d46e0eb
0::55::7598fa6d-39f3-4fea-b206-e1a4d49b5962;1::55::5db13a1f-aec8-43d3-a448-9468dcead57a
0::56::114cca78-8ea5-4268-9522-969e950f2238;1::55::5db13a1f-aec8-43d3-a448-9468dcead57a
0::57::1090aab5-a65c-4619-9764-96378ce2ac99;1::57::7111e73a-5d39-41c6-acdc-54f797d30a8e
0::61::fc4a4747-a8d8-4094-9b3d-1eed43a67a87;1::62::16a80525-2a84-46e3-9aac-444b867cf307
0::62::083ae525-1181-40ce-b6dc-11c24271ba70;1::61::249d25b6-5a39-42d7-baa0-2429579acfa6
0::63::56ab812a-1d8f-413e-baae-5ce9db4ebb32;1::62::16a80525-2a84-46e3-9aac-444b867cf307
0::63::56ab812a-1d8f-413e-baae-5ce9db4ebb32;1::63::76dfa436-5b39-4f28-812b-ac6b4488adb5
0::65::21e1c380-8479-49f2-8bb9-356464a0fdc0;1::65::52645a7d-8a8e-4e79-81e0-8829887847b7
0::68::3452ea2e-8333-4a56-82b6-a17ef8389a9a;1::68::7ea13995-0673-49d0-b7bf-f5cfcf9d6818
0::68::3452ea2e-8333-4a56-82b6-a17ef8389a9a;1::69::037ca6dd-59de-48da-8ce7-3624a2e23b27
0::69::48b91884-251e-4c76-a196-247b1d4f5403;1::68::7ea13995-0673-49d0-b7bf-f5cfcf9d6818
0::73::09cd5b61-2417-4c15-8d96-cd0580202962;1::73::d60aab62-59f3-4d27-b675-e6b57f79b6f5
0::74::51ca2e07-bc48-4562-8a99-de8668dfb83c;1::74::dc41eaaa-73af-433c-8c5c-a878da992091
0::74::51ca2e07-bc48-4562-8a99-de8668dfb83c;1::75::3af44835-48aa-40a5-8e51-a1dd340778c4
